AL,10.8322133333,0.450508785714
AK,5.641512,0.276143392857
AZ,8.234456,0.362138785714
AR,9.33870933333,0.433916571429
CA,8.299274,0.257148607143
CO,5.69147133333,0.213940285714
CT,7.27712533333,0.293919071429
DE,8.61784333333,0.321161321429
DC,8.20211866667,0.0931987142857
FL,9.45883066667,0.325920178571
GA,9.14720866667,0.349475071429
HI,7.69959865786,0.237682929987
ID,7.21878266667,0.252229071429
IL,8.27650666667,0.297623642857
IN,8.95228066667,0.376956392857
IA,7.53497666667,0.283231857143
KS,7.87626666667,0.359898857143
KY,9.563986,0.41546525
LA,9.96466266667,0.447755285714
ME,8.16331266667,0.262709642857
MD,8.47687866667,0.316673892857
MA,7.151376,0.269181321429
MI,8.97814333333,0.273920071429
MN,6.13537666667,0.244772357143
MS,11.0913013333,0.382925571429
MO,8.56319066667,0.353089285714
MT,6.62629266667,0.243096321429
NE,7.32109133333,0.298130678571
NV,7.88160866667,0.292274785714
NH,7.37310666667,0.359009107143
NJ,8.16143133333,0.270523107143
NM,8.174402,0.406421785714
NY,8.38994733333,0.263016321429
NC,9.16085866667,0.345103035714
ND,7.107054,0.284607
OH,9.22175933333,0.37750875
OK,9.615484,0.456388607143
OR,7.518564,0.299467178571
PA,8.905864,0.277475035714
RI,7.63874733333,0.284122392857
SC,10.21634,0.382124285714
SD,7.34968266667,0.262702071429
TN,10.3514406667,0.393881464286
TX,8.98532933333,0.335016
UT,5.99731866667,0.209245892857
VT,6.49499,0.243571214286
VA,8.08123533333,0.330658964286
WA,7.33971733333,0.286098392857
WV,11.4291553333,0.3948675
WI,7.022254,0.270135714286
WY,6.98937666667,0.324083928571
PR,12.5239113333,0.481853535714
